x,y
8.13118,-5.69751
8.13618,-5.69749
8.14118,-5.69747
8.14618,-5.69745
8.15118,-5.69743
8.15618,-5.69741
8.16118,-5.69738
8.16618,-5.69735
8.17118,-5.69731
8.17618,-5.69728
8.18118,-5.69723
8.18618,-5.69719
8.19118,-5.69713
8.19618,-5.69707
8.20118,-5.69701
8.20618,-5.69693
8.21118,-5.69685
8.21618,-5.69676
8.22118,-5.69666
8.22618,-5.69654
8.23117,-5.69641
8.23617,-5.69627
8.24117,-5.69611
8.24617,-5.69593
8.25116,-5.69573
8.25598,-5.69441
8.26081,-5.69309
8.26563,-5.69177
8.27045,-5.69045
8.27527,-5.6891
8.28009,-5.68777
8.28491,-5.68645
8.28973,-5.68514
8.29456,-5.68383
8.29939,-5.68254
8.29939,-5.68254
8.28479,-5.6872
8.28703,-5.69448
8.28614,-5.6994
8.28588,-5.7044
8.28574,-5.70939
8.28564,-5.71439
8.28557,-5.71939
8.28551,-5.72439
8.28546,-5.72939
8.28543,-5.73439
8.28539,-5.73939
8.28536,-5.74439
8.28534,-5.74939
8.28532,-5.75439
8.2853,-5.75939
8.28528,-5.76439
8.28526,-5.76939
8.28525,-5.77439
8.28524,-5.77939
8.28522,-5.78439
8.28521,-5.78939
8.2852,-5.79439
8.28519,-5.79939
8.28518,-5.80439
8.28517,-5.80939
8.28516,-5.81439
8.28516,-5.81939
8.28515,-5.82439
8.28514,-5.82939
8.28514,-5.83439
8.28513,-5.83939
8.28512,-5.84439
8.28512,-5.84939
8.28511,-5.85439
8.28511,-5.85939
8.2851,-5.86439
8.2851,-5.86939
8.28509,-5.87439
8.28509,-5.87939
8.28508,-5.88439
8.28508,-5.88939
8.28508,-5.89439
8.28507,-5.89939
8.28507,-5.90439
8.28507,-5.90939
8.28506,-5.91439
8.28506,-5.91939
8.28506,-5.92439
8.28505,-5.92939
8.28505,-5.93439
8.28505,-5.93939
8.28505,-5.94439
8.28504,-5.94939
8.28504,-5.95439
8.28504,-5.95939
8.28504,-5.96439
8.28504,-5.96939
8.28503,-5.97439
8.28503,-5.97939
8.28503,-5.98439
8.28503,-5.98939
8.28503,-5.99439
8.28503,-5.99939
8.28503,-6.00439
8.28502,-6.00939
8.28502,-6.01439
8.28502,-6.01939
8.28502,-6.02439
8.28502,-6.02939
8.28502,-6.03439
8.28502,-6.03939
8.28502,-6.04439
8.28501,-6.04939
8.28501,-6.05439
8.28501,-6.05939
8.28501,-6.06439
8.28501,-6.06939
8.28501,-6.07439
8.28501,-6.07939
8.28501,-6.08439
8.28501,-6.08939
8.28501,-6.09439
8.28501,-6.09939
8.28501,-6.10439
8.28501,-6.10939
8.285,-6.11439
8.285,-6.11939
8.285,-6.12439
8.285,-6.12939
8.285,-6.13439
8.285,-6.13939
8.285,-6.14439
8.285,-6.14939
8.285,-6.15439
8.285,-6.15939
8.285,-6.16439
8.285,-6.16939
8.285,-6.17439
8.285,-6.17939
8.285,-6.18439
8.285,-6.18939
8.285,-6.19439
8.285,-6.19939
8.285,-6.20439
8.285,-6.20939
8.285,-6.21439
8.28499,-6.21939
8.28499,-6.22439
8.28499,-6.22939
8.28499,-6.23439
8.28499,-6.23939
8.28499,-6.24439
8.28499,-6.24939
8.28499,-6.25439
8.28499,-6.25939
8.28499,-6.26439
8.28499,-6.26939
8.28499,-6.27439
8.28499,-6.27939
8.28499,-6.28439
8.28499,-6.28939
8.28499,-6.29439
8.28499,-6.29939
8.28499,-6.30439
8.28499,-6.30939
8.28499,-6.31439
8.28499,-6.31939
8.28499,-6.32439
8.28499,-6.32939
8.28499,-6.33439
8.28499,-6.33939
8.28498,-6.34439
8.28498,-6.34939
8.28498,-6.35439
8.28498,-6.35939
8.28498,-6.36439
8.28498,-6.36939
8.28498,-6.37439
8.28498,-6.37939
8.28498,-6.38439
8.28498,-6.38939
8.28498,-6.39439
8.28498,-6.39939
8.28498,-6.40439
8.28498,-6.40939
8.28498,-6.41439
8.28498,-6.41939
8.28497,-6.42439
8.28497,-6.42939
8.28497,-6.43439
8.28497,-6.43939
8.28497,-6.44439
8.28497,-6.44939
8.28497,-6.45439
8.28497,-6.45939
8.28497,-6.46439
8.28497,-6.46939
8.28497,-6.47439
8.28497,-6.47939
8.28496,-6.48439
8.28496,-6.48939
8.28496,-6.49439
8.28496,-6.49939
8.28496,-6.50439
8.28496,-6.50939
8.28496,-6.51439
8.28496,-6.51939
8.28495,-6.52439
8.28495,-6.52939
8.28495,-6.53439
8.28495,-6.53939
8.28495,-6.54439
8.28495,-6.54939
8.28495,-6.55439
8.28494,-6.55939
8.28494,-6.56439
8.28494,-6.56939
8.28494,-6.57439
8.28494,-6.57939
8.28494,-6.58439
8.28494,-6.58939
8.28493,-6.59439
8.28493,-6.59939
8.28493,-6.60439
8.28493,-6.60939
8.28493,-6.61439
8.28492,-6.61939
8.28492,-6.62439
8.28492,-6.62939
8.28492,-6.63439
8.28491,-6.63939
8.28491,-6.64439
8.28491,-6.64939
8.28491,-6.65439
8.2849,-6.65939
8.2849,-6.66439
8.2849,-6.66939
8.2849,-6.67439
8.28489,-6.67939
8.28489,-6.68439
8.28489,-6.68939
8.28488,-6.69439
8.28488,-6.69939
8.28488,-6.70439
8.28487,-6.70939
8.28487,-6.71439
8.28487,-6.71939
8.28486,-6.72439
8.28486,-6.72939
8.28485,-6.73439
8.28485,-6.73939
8.28485,-6.74439
8.28484,-6.74939
8.28484,-6.75439
8.28483,-6.75939
8.28483,-6.76439
8.28482,-6.76939
8.28482,-6.77439
8.28481,-6.77939
8.28509,-6.78438
8.28536,-6.78938
8.28564,-6.79437
8.28592,-6.79936
8.28619,-6.80435
8.28647,-6.80935
8.28674,-6.81434
8.28702,-6.81933
8.2873,-6.82432
8.28757,-6.82932
8.28785,-6.83431
8.28812,-6.8393
8.2884,-6.84429
8.28868,-6.84929
8.28895,-6.85428
8.28923,-6.85927
8.2895,-6.86426
8.28978,-6.86925
8.29006,-6.87425
8.29033,-6.87924
8.29061,-6.88423
8.29088,-6.88922
8.29116,-6.89422
8.29144,-6.89921
8.29171,-6.9042
8.29199,-6.90919
8.29227,-6.91419
8.29254,-6.91918
8.29282,-6.92417
8.29309,-6.92916
8.29337,-6.93416
8.29365,-6.93915
8.29392,-6.94414
8.2942,-6.94913
8.29447,-6.95413
8.29475,-6.95912
8.29503,-6.96411
8.2953,-6.9691
8.29558,-6.97409
8.29586,-6.97909
8.29613,-6.98408
8.29641,-6.98907
8.29668,-6.99406
8.29696,-6.99906
8.29723,-7.00405
8.29751,-7.00904
8.29779,-7.01403
8.29806,-7.01903
8.29834,-7.02402
8.29862,-7.02901
8.29889,-7.034
8.29917,-7.039
8.29944,-7.04399
8.29972,-7.04898
8.3,-7.05397
8.30027,-7.05896
8.30055,-7.06396
8.30082,-7.06895
8.3011,-7.07394
8.30138,-7.07893
8.30165,-7.08393
8.30193,-7.08892
8.30221,-7.09391
8.30248,-7.0989
8.30276,-7.1039
8.30303,-7.10889
8.30331,-7.11388
8.30359,-7.11887
8.30386,-7.12387
8.30414,-7.12886
8.30442,-7.13385
8.30469,-7.13884
8.30497,-7.14384
8.30524,-7.14883
8.30552,-7.15382
8.3058,-7.15881
8.30607,-7.1638
8.30635,-7.1688
8.30663,-7.17379
8.3069,-7.17878
8.30718,-7.18377
8.30745,-7.18877
8.30773,-7.19376
8.30801,-7.19875
8.30828,-7.20374
8.30856,-7.20874
8.30856,-7.20874
8.31718,-7.19216
8.31033,-7.19146
8.30534,-7.19166
8.30034,-7.19183
8.29534,-7.19198
8.29034,-7.19213
8.28535,-7.19226
8.28035,-7.19238
8.27535,-7.1925
8.27035,-7.19261
8.26535,-7.19271
8.26035,-7.19281
8.25535,-7.19291
8.25035,-7.193
8.24535,-7.19308
8.24035,-7.19317
8.23535,-7.19325
8.23036,-7.19332
8.22536,-7.19339
8.22036,-7.19346
8.21536,-7.19353
8.21036,-7.19359
8.20536,-7.19366
8.20036,-7.19371
8.19536,-7.19377
8.19036,-7.19383
8.18536,-7.19388
8.18036,-7.19393
8.17536,-7.19397
8.17036,-7.19402
8.16536,-7.19406
8.16036,-7.19411
8.15536,-7.19415
8.15036,-7.19419
8.14536,-7.19422
8.14036,-7.19426
8.13536,-7.19429
8.13036,-7.19432
8.12536,-7.19435
8.12036,-7.19438
8.11536,-7.19441
8.11036,-7.19444
8.10536,-7.19447
8.10036,-7.19449
8.09536,-7.19451
8.09036,-7.19454
8.08536,-7.19456
8.08036,-7.19458
8.07536,-7.1946
8.07036,-7.19462
8.06536,-7.19464
8.06036,-7.19465
8.05536,-7.19467
8.05036,-7.19468
8.04536,-7.1947
8.04036,-7.19471
8.03536,-7.19473
8.03036,-7.19474
8.02536,-7.19475
8.02036,-7.19476
8.01536,-7.19478
8.01036,-7.19479
8.00536,-7.1948
8.00036,-7.19481
7.99536,-7.19482
7.99036,-7.19482
7.98536,-7.19483
7.98036,-7.19484
7.97536,-7.19485
7.97036,-7.19486
7.96536,-7.19486
7.96036,-7.19487
7.95536,-7.19488
7.95036,-7.19488
7.94536,-7.19489
7.94036,-7.19489
7.93536,-7.1949
7.93036,-7.1949
7.92536,-7.19491
7.92036,-7.19491
7.91536,-7.19492
7.91036,-7.19492
7.90536,-7.19492
7.90036,-7.19493
7.89536,-7.19493
7.89036,-7.19494
7.88536,-7.19494
7.88036,-7.19494
7.87536,-7.19494
7.87036,-7.19495
7.86536,-7.19495
7.86036,-7.19495
7.85536,-7.19495
7.85036,-7.19496
7.84536,-7.19496
7.84036,-7.19496
7.83536,-7.19496
7.83036,-7.19496
7.82536,-7.19497
7.82036,-7.19497
7.81536,-7.19497
7.81036,-7.19497
7.80536,-7.19497
7.80036,-7.19497
7.79536,-7.19498
7.79036,-7.19498
7.78536,-7.19498
7.78036,-7.19498
7.77536,-7.19498
7.77036,-7.19498
7.76536,-7.19498
7.76036,-7.19498
7.75536,-7.19498
7.75036,-7.19498
7.74536,-7.19499
7.74036,-7.19499
7.73536,-7.19499
7.73036,-7.19499
7.72536,-7.19499
7.72036,-7.19499
7.71536,-7.19499
7.71036,-7.19499
7.70536,-7.19499
7.70036,-7.19499
7.69536,-7.19499
7.69036,-7.19499
7.68536,-7.19499
7.68036,-7.19499
7.67536,-7.19499
7.67036,-7.19499
7.66536,-7.19499
7.66036,-7.19499
7.65536,-7.19499
7.65036,-7.19499
7.64536,-7.19499
7.64036,-7.19499
7.63536,-7.195
7.63036,-7.195
7.62536,-7.195
7.62036,-7.195
7.61536,-7.195
7.61036,-7.195
7.60536,-7.195
7.60036,-7.195
7.59536,-7.195
7.59036,-7.195
7.58536,-7.195
7.58036,-7.195
7.57536,-7.195
7.57036,-7.195
7.56536,-7.195
7.56036,-7.195
7.55536,-7.195
7.55036,-7.195
7.54536,-7.195
7.54036,-7.195
7.53536,-7.195
7.53036,-7.195
7.52536,-7.195
7.52036,-7.195
7.51536,-7.195
7.51036,-7.195
7.50536,-7.195
7.50036,-7.195
7.49536,-7.195
7.49036,-7.195
7.48536,-7.195
7.48036,-7.195
7.47536,-7.195
7.47036,-7.195
7.46536,-7.195
7.46036,-7.195
7.45536,-7.195
7.45036,-7.195
7.44536,-7.195
7.44036,-7.195
7.43536,-7.195
7.43036,-7.195
7.42536,-7.195
7.42036,-7.195
7.41536,-7.195
7.41036,-7.195
7.40536,-7.195
7.40036,-7.195
7.39536,-7.195
7.39036,-7.195
7.38536,-7.195
7.38036,-7.195
7.37536,-7.195
7.37036,-7.195
7.36536,-7.195
7.36036,-7.195
7.35536,-7.195
7.35036,-7.195
7.34536,-7.195
7.34036,-7.195
7.33536,-7.195
7.33036,-7.195
7.32536,-7.195
7.32036,-7.195
7.31536,-7.195
7.31036,-7.195
7.30536,-7.195
7.30036,-7.195
7.29536,-7.195
7.29036,-7.195
7.28536,-7.195
7.28036,-7.195
7.27536,-7.195
7.27036,-7.195
7.26536,-7.195
7.26036,-7.195
7.25536,-7.195
7.25036,-7.195
7.24536,-7.195
7.24036,-7.195
7.23536,-7.195
7.23036,-7.195
7.22536,-7.195
7.22036,-7.195
7.21536,-7.195
7.21036,-7.195
7.20536,-7.195
7.20036,-7.195
7.19536,-7.195
7.19036,-7.195
7.18536,-7.195
7.18036,-7.195
7.17536,-7.195
7.17036,-7.195
7.16536,-7.195
7.16036,-7.195
7.15536,-7.195
7.15036,-7.195
7.14536,-7.195
7.14036,-7.195
7.13536,-7.195
7.13036,-7.19501
7.12536,-7.19501
7.12036,-7.19501
7.11536,-7.19501
7.11036,-7.19501
7.10536,-7.19502
7.10036,-7.19502
7.09536,-7.19502
7.09036,-7.19503
7.08536,-7.19503
7.08036,-7.19504
7.07536,-7.19505
7.07036,-7.19506
7.06536,-7.19507
7.06036,-7.19509
7.05536,-7.1951
7.05036,-7.19513
7.04536,-7.19515
7.04036,-7.19518
7.03536,-7.19522
7.03036,-7.19527
7.02536,-7.19532
7.02036,-7.19539
7.01536,-7.19547
7.01037,-7.19557
7.00537,-7.19569
7.00037,-7.19583
6.99537,-7.19601
6.99038,-7.19622
6.98538,-7.19647
6.98039,-7.19678
6.97541,-7.19716
6.97043,-7.19761
6.96546,-7.19817
6.9605,-7.19884
6.95557,-7.19965
6.95067,-7.20063
6.94581,-7.20182
6.94102,-7.20326
6.93632,-7.20497
6.93163,-7.20669
6.92694,-7.20842
6.92221,-7.21004
6.92221,-7.21004
6.93366,-7.20641
6.93216,-7.1975
6.93243,-7.19251
6.93272,-7.18752
6.93295,-7.18252
6.93318,-7.17753
6.93337,-7.17253
6.93354,-7.16753
6.93363,-7.16253
6.93372,-7.15754
6.93379,-7.15254
6.93386,-7.14754
6.93391,-7.14254
6.93397,-7.13754
6.93402,-7.13254
6.93407,-7.12754
6.93412,-7.12254
6.93416,-7.11754
6.9342,-7.11254
6.93424,-7.10754
6.93427,-7.10254
6.93431,-7.09754
6.93434,-7.09254
6.93437,-7.08754
6.93439,-7.08254
6.93442,-7.07754
6.93445,-7.07254
6.93447,-7.06754
6.93449,-7.06254
6.93451,-7.05754
6.93453,-7.05254
6.93455,-7.04754
6.93457,-7.04254
6.93459,-7.03754
6.9346,-7.03254
6.93462,-7.02754
6.93463,-7.02254
6.93465,-7.01754
6.93466,-7.01254
6.93467,-7.00754
6.93468,-7.00254
6.93469,-6.99754
6.9347,-6.99254
6.93471,-6.98754
6.93472,-6.98254
6.93473,-6.97754
6.93474,-6.97254
6.93474,-6.96754
6.93475,-6.96254
6.93476,-6.95754
6.93476,-6.95254
6.93477,-6.94754
6.93477,-6.94254
6.93478,-6.93754
6.93478,-6.93254
6.93478,-6.92754
6.93479,-6.92254
6.93479,-6.91754
6.93479,-6.91254
6.93479,-6.90754
6.93479,-6.90254
6.9348,-6.89754
6.9348,-6.89254
6.9348,-6.88754
6.9348,-6.88254
6.9348,-6.87754
6.9348,-6.87254
6.93479,-6.86754
6.93479,-6.86254
6.93479,-6.85754
6.93479,-6.85254
6.93479,-6.84754
6.93479,-6.84254
6.93478,-6.83754
6.93478,-6.83254
6.93478,-6.82754
6.93477,-6.82254
6.93477,-6.81754
6.93477,-6.81254
6.93476,-6.80754
6.93476,-6.80254
6.93475,-6.79754
6.93475,-6.79254
6.93474,-6.78754
6.93474,-6.78254
6.93473,-6.77754
6.93473,-6.77254
6.93472,-6.76754
6.93471,-6.76254
6.93471,-6.75754
6.9347,-6.75254
6.93469,-6.74754
6.93468,-6.74254
6.93468,-6.73754
6.93467,-6.73254
6.93466,-6.72754
6.93465,-6.72254
6.93464,-6.71754
6.93463,-6.71254
6.93462,-6.70754
6.93461,-6.70254
6.9346,-6.69754
6.93459,-6.69254
6.93458,-6.68754
6.93457,-6.68254
6.93455,-6.67754
6.93454,-6.67254
6.93453,-6.66754
6.93452,-6.66254
6.9345,-6.65754
6.93449,-6.65254
6.93447,-6.64754
6.93446,-6.64254
6.93444,-6.63754
6.93443,-6.63254
6.93441,-6.62754
6.93439,-6.62254
6.93438,-6.61754
6.93436,-6.61254
6.93434,-6.60754
6.93432,-6.60254
6.9343,-6.59754
6.93428,-6.59254
6.93426,-6.58754
6.93424,-6.58254
6.93422,-6.57754
6.9342,-6.57254
6.93417,-6.56754
6.93415,-6.56254
6.93413,-6.55754
6.9341,-6.55254
6.93408,-6.54754
6.93405,-6.54254
6.93402,-6.53754
6.93399,-6.53254
6.93397,-6.52754
6.93394,-6.52254
6.9339,-6.51754
6.93387,-6.51254
6.93384,-6.50754
6.93381,-6.50254
6.93377,-6.49754
6.93374,-6.49254
6.9337,-6.48754
6.93367,-6.48254
6.93363,-6.47754
6.93359,-6.47254
6.93355,-6.46754
6.93351,-6.46254
6.93346,-6.45754
6.93342,-6.45254
6.93338,-6.44754
6.93333,-6.44254
6.93328,-6.43754
6.93323,-6.43254
6.93318,-6.42754
6.93313,-6.42254
6.93308,-6.41754
6.93302,-6.41254
6.93297,-6.40755
6.93291,-6.40255
6.93285,-6.39755
6.93279,-6.39255
6.93272,-6.38755
6.93266,-6.38255
6.93259,-6.37755
6.93252,-6.37255
6.93245,-6.36755
6.93238,-6.36255
6.93231,-6.35755
6.93223,-6.35255
6.93215,-6.34755
6.93207,-6.34255
6.93199,-6.33755
6.9319,-6.33255
6.93181,-6.32755
6.93172,-6.32255
6.93163,-6.31756
6.93153,-6.31256
6.93143,-6.30756
6.93133,-6.30256
6.93123,-6.29756
6.93112,-6.29256
6.93101,-6.28756
6.9309,-6.28256
6.93078,-6.27756
6.93066,-6.27257
6.93054,-6.26757
6.93041,-6.26257
6.93028,-6.25757
6.93015,-6.25257
6.93001,-6.24757
6.92987,-6.24258
6.92972,-6.23758
6.92957,-6.23258
6.92942,-6.22758
6.92926,-6.22259
6.92909,-6.21759
6.92893,-6.21259
6.92875,-6.20759
6.92858,-6.2026
6.92839,-6.1976
6.92821,-6.1926
6.92801,-6.18761
6.92781,-6.18261
6.92761,-6.17762
6.9274,-6.17262
6.92718,-6.16763
6.92696,-6.16263
6.92674,-6.15764
6.9265,-6.15264
6.92626,-6.14765
6.92601,-6.14265
6.92575,-6.13766
6.92549,-6.13267
6.92522,-6.12767
6.92495,-6.12268
6.92467,-6.11769
6.92439,-6.1127
6.92412,-6.1077
6.92384,-6.10271
6.92356,-6.09772
6.92329,-6.09273
6.92301,-6.08773
6.92274,-6.08274
6.92246,-6.07775
6.92218,-6.07276
6.92191,-6.06777
6.92163,-6.06277
6.92135,-6.05778
6.92108,-6.05279
6.9208,-6.0478
6.92053,-6.0428
6.92025,-6.03781
6.91997,-6.03282
6.9197,-6.02783
6.91942,-6.02283
6.91915,-6.01784
6.91887,-6.01285
6.91859,-6.00786
6.91832,-6.00286
6.91804,-5.99787
6.91776,-5.99288
6.91749,-5.98789
6.91721,-5.98289
6.91694,-5.9779
6.91666,-5.97291
6.91638,-5.96792
6.91611,-5.96293
6.91583,-5.95793
6.91556,-5.95294
6.91528,-5.94795
6.915,-5.94296
6.91473,-5.93796
6.91445,-5.93297
6.91417,-5.92798
6.9139,-5.92299
6.91362,-5.91799
6.91335,-5.913
6.91307,-5.90801
6.91279,-5.90302
6.91252,-5.89802
6.91224,-5.89303
6.91196,-5.88804
6.91169,-5.88305
6.91141,-5.87806
6.91114,-5.87306
6.91086,-5.86807
6.91058,-5.86308
6.91031,-5.85809
6.91003,-5.85309
6.90975,-5.8481
6.90948,-5.84311
6.9092,-5.83812
6.90893,-5.83312
6.90865,-5.82813
6.90837,-5.82314
6.9081,-5.81815
6.90782,-5.81315
6.90754,-5.80816
6.90727,-5.80317
6.90699,-5.79818
6.90672,-5.79319
6.90644,-5.78819
6.90616,-5.7832
6.90589,-5.77821
6.90561,-5.77322
6.90534,-5.76822
6.90506,-5.76323
6.90478,-5.75824
6.90451,-5.75325
6.90423,-5.74825
6.90395,-5.74326
6.90368,-5.73827
6.9034,-5.73328
6.90313,-5.72828
6.90285,-5.72329
6.90257,-5.7183
6.9023,-5.71331
6.90202,-5.70831
6.90174,-5.70332
6.90147,-5.69833
6.90119,-5.69334
6.90092,-5.68835
6.90064,-5.68335
6.90036,-5.67836
6.90009,-5.67337
6.89981,-5.66838
6.89981,-5.66838
6.89095,-5.68073
6.89266,-5.68653
6.8968,-5.68933
6.9005,-5.69269
6.9039,-5.69636
6.90744,-5.69989
6.91089,-5.70351
6.91431,-5.70716
6.9178,-5.71074
6.92124,-5.71437
6.92466,-5.71801
6.92813,-5.72162
6.93156,-5.72525
6.93504,-5.72885
6.93849,-5.73247
6.94192,-5.7361
6.94538,-5.73971
6.94882,-5.74334
6.95226,-5.74697
6.95571,-5.75058
6.95916,-5.75421
6.9626,-5.75784
6.96605,-5.76145
6.9695,-5.76507
6.97294,-5.7687
6.9764,-5.77231
6.97984,-5.77594
6.98329,-5.77956
6.98674,-5.78318
6.99018,-5.7868
6.99363,-5.79043
6.99708,-5.79404
7.00053,-5.79767
7.00397,-5.80129
7.00742,-5.80491
7.01086,-5.80854
7.01431,-5.81216
7.01775,-5.81578
7.0212,-5.81941
7.02464,-5.82303
7.02809,-5.82666
7.03153,-5.83028
7.03497,-5.83391
7.03841,-5.83753
7.04186,-5.84116
7.0453,-5.84478
7.04875,-5.84841
7.05219,-5.85204
7.05563,-5.85566
7.05907,-5.85929
7.06251,-5.86292
7.06595,-5.86654
7.06939,-5.87017
7.07283,-5.8738
7.07627,-5.87743
7.07971,-5.88106
7.08315,-5.88469
7.08659,-5.88832
7.09003,-5.89195
7.09346,-5.89558
7.0969,-5.89921
7.10034,-5.90285
7.10377,-5.90648
7.10721,-5.91011
7.11064,-5.91375
7.11407,-5.91738
7.11751,-5.92102
7.12094,-5.92465
7.12437,-5.92829
7.12781,-5.93192
7.13124,-5.93556
7.13467,-5.9392
7.1381,-5.94283
7.14153,-5.94647
7.14496,-5.95011
7.14839,-5.95375
7.15182,-5.95739
7.15525,-5.96103
7.15867,-5.96467
7.1621,-5.96831
7.16553,-5.97195
7.16895,-5.97559
7.17238,-5.97923
7.1758,-5.98288
7.17923,-5.98652
7.18265,-5.99016
7.18608,-5.99381
7.1895,-5.99745
7.19292,-6.00109
7.19634,-6.00474
7.19976,-6.00839
7.20319,-6.01203
7.20661,-6.01568
7.21003,-6.01933
7.21345,-6.02297
7.21687,-6.02662
7.22029,-6.03027
7.22371,-6.03392
7.22712,-6.03757
7.23054,-6.04122
7.23396,-6.04487
7.23738,-6.04852
7.24079,-6.05217
